,sentiment,review_body,review_tidy,tokens
365,0,I hate this product,hate product,"['hate', 'product']"
378,0,The moment I took it out of the box it started lagging. it was thick but the battery life said otherwise. Did not meet my expectations. It also does not run android...,moment took started lagging thick battery life said otherwise meet expectations also android,"['moment', 'took', 'start', 'lag', 'thick', 'battery', 'life', 'say', 'otherwise', 'meet', 'expectation', 'also', 'android']"
382,0,i have the old fire 7&#34; and somethings on it are better.  the off switch is better located and the off button color shows it being off.<br />otherwise the fire hd 7 is good.,fire somethings better switch better located button color shows otherwise fire good,"['fire', 'something', 'well', 'switch', 'well', 'locate', 'button', 'color', 'show', 'otherwise', 'fire', 'good']"
383,0,The battery dies twice as quick already. I have only had the product for about 5 months. Not quite what i expected.,battery dies twice quick already product months quite expected,"['battery', 'die', 'twice', 'quick', 'already', 'product', 'month', 'quite', 'expect']"
396,0,slow slow and slow,slow slow slow,"['slow', 'slow', 'slow']"
402,0,we sent two back before getting one that worked,sent back getting worked,"['send', 'back', 'getting', 'work']"
403,0,Battery seems to die faster.and seems thicker and heavier.,Battery seems faster seems thicker heavier,"['battery', 'seem', 'fast', 'seem', 'thick', 'heavier']"
404,0,It is extremely difficult to remove all air bubbles from the anti glare shields when applying to kindle fire.,extremely difficult remove bubbles anti glare shields applying kindle fire,"['extremely', 'difficult', 'remove', 'bubble', 'anti', 'glare', 'shield', 'apply', 'kindle', 'fire']"
405,0,"in less than 20 minutes (with no apps running) my battery went from 100% to 80%. I called kindle support for assistance and NO ONE in customer service was able to assist.  I updated the screensaver, brightness, and battery options...nothing worked.  You can't close apps without forcing the apps closed. WORST.PRODUCT.EVER",less minutes apps running battery went called kindle support assistance customer service able assist updated screensaver brightness battery options nothing worked close apps without forcing apps closed WORST PRODUCT EVER,"['less', 'minute', 'app', 'run', 'battery', 'go', 'call', 'kindle', 'support', 'assistance', 'customer', 'service', 'able', 'assist', 'update', 'screensaver', 'brightness', 'battery', 'option', 'nothing', 'work', 'close', 'app', 'without', 'force', 'app', 'close', 'bad', 'product', 'ever']"
408,0,Amazon AppStore is to limited.  I wish Fire HD would come with google play store installed or allow google play store to be installed on it.,Amazon AppStore limited wish Fire would come google play store installed allow google play store installed,"['amazon', 'appstore', 'limited', 'wish', 'fire', 'would', 'come', 'google', 'play', 'store', 'instal', 'allow', 'google', 'play', 'store', 'instal']"
410,0,"Defective. All kind of hassle replacing. Service people very nice though maybe ill informed of procedures. Finally figured out? Though still a problem in listening to customer needs so again I will have contact service again today, 5th time not so good for long standing Amazon customer.",Defective kind hassle replacing Service people nice though maybe informed procedures Finally figured Though still problem listening customer needs contact service today time good long standing Amazon customer,"['defective', 'kind', 'hassle', 'replace', 'service', 'people', 'nice', 'though', 'maybe', 'inform', 'procedure', 'finally', 'figure', 'though', 'still', 'problem', 'listen', 'customer', 'need', 'contact', 'service', 'today', 'time', 'good', 'long', 'stand', 'amazon', 'customer']"
411,0,"I have been very disappointed with this kindle. I purchased 2 kindle fire hd 7,7. Both have similar problems. They randomly freeze, restart, and shut down. Also difficulty with the power button, kindle will not turn on. I have an older kindle fire hd that doesn't have any of those issues.",disappointed kindle purchased kindle fire Both similar problems They randomly freeze restart shut Also difficulty power button kindle turn older kindle fire issues,"['disappoint', 'kindle', 'purchase', 'kindle', 'fire', 'both', 'similar', 'problem', 'they', 'randomly', 'freeze', 'restart', 'shut', 'also', 'difficulty', 'power', 'button', 'kindle', 'turn', 'old', 'kindle', 'fire', 'issue']"
413,0,"It is no good.  You cannot read a book outside, and that is what I use my old one for.  Also confusing to use.",good cannot read book outside Also confusing,"['good', 'can', 'not', 'read', 'book', 'outside', 'also', 'confuse']"
416,0,can't seem to change amazon accounts... annoying,seem change amazon accounts annoying,"['seem', 'change', 'amazon', 'account', 'annoying']"
418,0,Battery life is terrible.,Battery life terrible,"['battery', 'life', 'terrible']"
420,0,not as intuitive as I thought or maybe I'm just use to IPAD. Battery life not great if watching movies from amazon prime.,intuitive thought maybe IPAD Battery life great watching movies amazon prime,"['intuitive', 'thought', 'maybe', 'ipad', 'battery', 'life', 'great', 'watch', 'movie', 'amazon', 'prime']"
423,0,Very disappointed in the apps available.  This tablet needs to be rootable.  This would be 5 stars if I could get the google store on here.  Please let me know any info on rooting kindle.,Very disappointed apps available This tablet needs rootable This would stars could google store Please know info rooting kindle,"['very', 'disappointed', 'app', 'available', 'this', 'tablet', 'need', 'rootable', 'this', 'would', 'star', 'could', 'google', 'store', 'please', 'know', 'info', 'root', 'kindle']"
431,0,"Absolutely awful product.<br />the day I got it and charged it, all I could get was a black screen that gave 2 options:<br />a) reboot<br />b) reset to factory defaults<br />I tried both, nothing worked.<br />called Amazon, they sent me a replacement.<br /><br />then the SAME EXACT THING HAPPENED AGAIN.<br /><br />Two Kindle Fires, brand new out of the box, neither worked.<br />I won't be trying a 3rd time.",Absolutely awful product charged could black screen gave options reboot reset factory defaults tried nothing worked called Amazon sent replacement SAME EXACT THING HAPPENED AGAIN Kindle Fires brand neither worked trying time,"['absolutely', 'awful', 'product', 'charge', 'could', 'black', 'screen', 'give', 'option', 'reboot', 'reset', 'factory', 'default', 'try', 'nothing', 'work', 'call', 'amazon', 'send', 'replacement', 'same', 'exact', 'thing', 'happen', 'again', 'kindle', 'fires', 'brand', 'neither', 'work', 'try', 'time']"
437,0,"I was very excited at the purchase on the amazon anniversary, but have been pretty disappointed with the battery life and system. Its good enough for what I paid, but would probably not recommend it.",excited purchase amazon anniversary pretty disappointed battery life system good enough paid would probably recommend,"['excite', 'purchase', 'amazon', 'anniversary', 'pretty', 'disappoint', 'battery', 'life', 'system', 'good', 'enough', 'pay', 'would', 'probably', 'recommend']"
439,0,"Low storage capacity, poor camera, feels like cheap plastic compared to my KindleFire.  The one good thing is that the keyboard is more usable. Was not worth the price",storage capacity poor camera feels like cheap plastic compared KindleFire good thing keyboard usable worth price,"['storage', 'capacity', 'poor', 'camera', 'feel', 'like', 'cheap', 'plastic', 'compare', 'kindlefire', 'good', 'thing', 'keyboard', 'usable', 'worth', 'price']"
442,0,I think it's ridiculous that you can't sign out of your e-mail account! I also would have liked to get the color I wanted without having all the ads.,think ridiculous sign mail account also would liked color wanted without,"['think', 'ridiculous', 'sign', 'mail', 'account', 'also', 'would', 'like', 'color', 'want', 'without']"
447,0,8GB is too small. Get something bigger.,small something bigger,"['small', 'something', 'big']"
448,0,Very nice... I really don't like all the ads and marketing.. Is there a way to turn that off?  I'd rate it higher if there wasn't ads polluting my screen every time I woke up my device.,Very nice really like marketing turn rate higher polluting screen every time woke device,"['very', 'nice', 'really', 'like', 'marketing', 'turn', 'rate', 'high', 'pollute', 'screen', 'every', 'time', 'wake', 'device']"
449,0,Have to charge battery much more often.  Not as user friendly as the kindle fire.  Harder to figure out how to do certain functions.,Have charge battery much often user friendly kindle fire Harder figure certain functions,"['have', 'charge', 'battery', 'much', 'often', 'user', 'friendly', 'kindle', 'fire', 'hard', 'figure', 'certain', 'function']"
451,0,It only lasted about 2 or 3 months before the screen blacked out.,lasted months screen blacked,"['last', 'month', 'screen', 'black']"
